"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","48024","TOWN OF ROCK ELM - PIERCE COUNTY","8","8","0","0"
"2021 Spring Primary","48026","TOWN OF SALEM - PIERCE COUNTY","10","10","3","0"
"2021 Spring Primary","48028","TOWN OF SPRING LAKE - PIERCE COUNTY","20","20","1","0"
"2021 Spring Primary","48030","TOWN OF TRENTON - PIERCE COUNTY","45","45","16","0"
"2021 Spring Primary","48032","TOWN OF TRIMBELLE - PIERCE COUNTY","52","50","18","0"
"2021 Spring Primary","48034","TOWN OF UNION - PIERCE COUNTY","7","7","2","0"
"2021 Spring Primary","48106","VILLAGE OF BAY CITY - PIERCE COUNTY","15","15","3","0"
"2021 Spring Primary","48121","VILLAGE OF ELLSWORTH - PIERCE COUNTY","140","139","42","0"
"2021 Spring Primary","48122","VILLAGE OF ELMWOOD - PIERCE COUNTY","35","34","14","0"
"2021 Spring Primary","48151","VILLAGE OF MAIDEN ROCK - PIERCE COUNTY","2","2","2","0"
"2021 Spring Primary","48171","VILLAGE OF PLUM CITY - PIERCE COUNTY","41","41","3","0"
"2021 Spring Primary","48181","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","43","43","10","0"
"2021 Spring Primary","48271","CITY OF PRESCOTT - PIERCE COUNTY","98","98","22","0"
"2021 Spring Primary","48276","CITY OF RIVER FALLS - MULTIPLE COUNTIES","790","789","329","42"
"2021 Spring Primary","49002","TOWN OF ALDEN - POLK COUNTY","95","94","17","0"
"2021 Spring Primary","49004","TOWN OF APPLE RIVER - POLK COUNTY","26","20","7","0"
"2021 Spring Primary","49006","TOWN OF BALSAM LAKE - POLK COUNTY","39","38","16","0"
"2021 Spring Primary","49008","TOWN OF BEAVER - POLK COUNTY","21","21","7","0"
"2021 Spring Primary","49010","TOWN OF BLACK BROOK - POLK COUNTY","33","33","17","1"
"2021 Spring Primary","49012","TOWN OF BONE LAKE - POLK COUNTY","11","11","4","2"
"2021 Spring Primary","49014","TOWN OF CLAM FALLS - POLK COUNTY","12","12","4","0"
"2021 Spring Primary","49016","TOWN OF CLAYTON - POLK COUNTY","8","4","4","0"
"2021 Spring Primary","49018","TOWN OF CLEAR LAKE - POLK COUNTY","9","9","5","0"
"2021 Spring Primary","49020","TOWN OF EUREKA - POLK COUNTY","31","30","14","0"
"2021 Spring Primary","49022","TOWN OF FARMINGTON - POLK COUNTY","32","32","9","0"
"2021 Spring Primary","49024","TOWN OF GARFIELD - POLK COUNTY","51","51","20","0"
"2021 Spring Primary","49026","TOWN OF GEORGETOWN - POLK COUNTY","22","0","0",""
"2021 Spring Primary","49028","TOWN OF JOHNSTOWN - POLK COUNTY","4","4","0","0"
"2021 Spring Primary","49030","TOWN OF LAKETOWN - POLK COUNTY","40","38","4","0"
"2021 Spring Primary","49032","TOWN OF LINCOLN - POLK COUNTY","92","92","27","0"
"2021 Spring Primary","49034","TOWN OF LORAIN - POLK COUNTY","8","8","0","0"
"2021 Spring Primary","49036","TOWN OF LUCK - POLK COUNTY","29","29","0","0"
"2021 Spring Primary","49038","TOWN OF MCKINLEY - POLK COUNTY","11","11","0","0"
"2021 Spring Primary","49040","TOWN OF MILLTOWN - POLK COUNTY","30","0","0",""
"2021 Spring Primary","49042","TOWN OF OSCEOLA - POLK COUNTY","64","64","12","4"
"2021 Spring Primary","49044","TOWN OF ST. CROIX FALLS - POLK COUNTY","20","20","4","0"
"2021 Spring Primary","49046","TOWN OF STERLING - POLK COUNTY","19","19","7","0"
"2021 Spring Primary","49048","TOWN OF WEST SWEDEN - POLK COUNTY","21","14","4","0"
"2021 Spring Primary","49106","VILLAGE OF BALSAM LAKE - POLK COUNTY","20","20","7","0"
"2021 Spring Primary","49111","VILLAGE OF CENTURIA - POLK COUNTY","17","15","4","0"
"2021 Spring Primary","49112","VILLAGE OF CLAYTON - POLK COUNTY","6","0","0",""
"2021 Spring Primary","49113","VILLAGE OF CLEAR LAKE - POLK COUNTY","26","26","11","0"
"2021 Spring Primary","49116","VILLAGE OF DRESSER - POLK COUNTY","26","26","19","0"
"2021 Spring Primary","49126","VILLAGE OF FREDERIC - POLK COUNTY","58","55","6","0"
"2021 Spring Primary","49146","VILLAGE OF LUCK - POLK COUNTY","24","24","7","0"
"2021 Spring Primary","49151","VILLAGE OF MILLTOWN - POLK COUNTY","25","25","6","1"
"2021 Spring Primary","49165","VILLAGE OF OSCEOLA - POLK COUNTY","159","159","46","0"
"2021 Spring Primary","49201","CITY OF AMERY - POLK COUNTY","160","159","55","0"
"2021 Spring Primary","49281","CITY OF ST. CROIX FALLS - POLK COUNTY","139","120","37","5"
"2021 Spring Primary","50002","TOWN OF ALBAN - PORTAGE COUNTY","33","33","19","0"
"2021 Spring Primary","50004","TOWN OF ALMOND - PORTAGE COUNTY","15","15","8","0"
"2021 Spring Primary","50006","TOWN OF AMHERST - PORTAGE COUNTY","50","50","19","0"
"2021 Spring Primary","50008","TOWN OF BELMONT - PORTAGE COUNTY","15","15","6","0"
"2021 Spring Primary","50010","TOWN OF BUENA VISTA - PORTAGE COUNTY","29","29","11","1"
"2021 Spring Primary","50012","TOWN OF CARSON - PORTAGE COUNTY","60","60","28","0"
"2021 Spring Primary","50014","TOWN OF DEWEY - PORTAGE COUNTY","38","38","16","2"
"2021 Spring Primary","50016","TOWN OF EAU PLEINE - PORTAGE COUNTY","30","30","16","0"
"2021 Spring Primary","50018","TOWN OF GRANT - PORTAGE COUNTY","116","116","75","0"
"2021 Spring Primary","50020","TOWN OF HULL - PORTAGE COUNTY","229","228","94","16"
"2021 Spring Primary","50022","TOWN OF LANARK - PORTAGE COUNTY","59","58","26","0"
"2021 Spring Primary","50024","TOWN OF LINWOOD - PORTAGE COUNTY","40","40","24","0"
"2021 Spring Primary","50026","TOWN OF NEW HOPE - PORTAGE COUNTY","62","62","28","0"
"2021 Spring Primary","50028","TOWN OF PINE GROVE - PORTAGE COUNTY","15","15","2","0"
"2021 Spring Primary","50030","TOWN OF PLOVER - PORTAGE COUNTY","56","56","23","2"
"2021 Spring Primary","50032","TOWN OF SHARON - PORTAGE COUNTY","83","83","38","2"
"2021 Spring Primary","50034","TOWN OF STOCKTON - PORTAGE COUNTY","52","52","27","8"
"2021 Spring Primary","50101","VILLAGE OF ALMOND - PORTAGE COUNTY","9","9","3","0"
"2021 Spring Primary","50102","VILLAGE OF AMHERST - PORTAGE COUNTY","36","36","27","0"
"2021 Spring Primary","50103","VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY","6","6","2","0"
"2021 Spring Primary","50141","VILLAGE OF JUNCTION CITY - PORTAGE COUNTY","8","8","5","0"
"2021 Spring Primary","50161","VILLAGE OF NELSONVILLE - PORTAGE COUNTY","20","17","7","1"
"2021 Spring Primary","50171","VILLAGE OF PARK RIDGE - PORTAGE COUNTY","41","38","19","1"
"2021 Spring Primary","50173","VILLAGE OF PLOVER - PORTAGE COUNTY","571","571","306","23"
"2021 Spring Primary","50176","VILLAGE OF ROSHOLT - PORTAGE COUNTY","10","10","2","1"
"2021 Spring Primary","50191","VILLAGE OF WHITING - PORTAGE COUNTY","119","116","39","2"
"2021 Spring Primary","50281","CITY OF STEVENS POINT - PORTAGE COUNTY","1441","1440","588","25"
"2021 Spring Primary","51002","TOWN OF CATAWBA - PRICE COUNTY","5","5","0","0"
"2021 Spring Primary","51004","TOWN OF EISENSTEIN - PRICE COUNTY","11","11","2","0"
"2021 Spring Primary","51006","TOWN OF ELK - PRICE COUNTY","51","45","8","0"
"2021 Spring Primary","51008","TOWN OF EMERY - PRICE COUNTY","13","13","0","0"
"2021 Spring Primary","51010","TOWN OF FIFIELD - PRICE COUNTY","32","28","3","0"
"2021 Spring Primary","51012","TOWN OF FLAMBEAU - PRICE COUNTY","20","16","9","0"
"2021 Spring Primary","51014","TOWN OF GEORGETOWN - PRICE COUNTY","5","5","4","0"
"2021 Spring Primary","51016","TOWN OF HACKETT - PRICE COUNTY","11","10","1","0"
"2021 Spring Primary","51018","TOWN OF HARMONY - PRICE COUNTY","6","6","2","0"
"2021 Spring Primary","51020","TOWN OF HILL - PRICE COUNTY","15","15","7","0"
"2021 Spring Primary","51022","TOWN OF KENNAN - PRICE COUNTY","5","5","0","0"
"2021 Spring Primary","51024","TOWN OF KNOX - PRICE COUNTY","6","5","0","0"
"2021 Spring Primary","51026","TOWN OF LAKE - PRICE COUNTY","47","47","4","0"
"2021 Spring Primary","51028","TOWN OF OGEMA - PRICE COUNTY","21","0","0",""
"2021 Spring Primary","51030","TOWN OF PRENTICE - PRICE COUNTY","7","7","0","0"
"2021 Spring Primary","51032","TOWN OF SPIRIT - PRICE COUNTY","2","0","0",""
"2021 Spring Primary","51034","TOWN OF WORCESTER - PRICE COUNTY","75","75","29","0"
"2021 Spring Primary","51111","VILLAGE OF CATAWBA - PRICE COUNTY","8","8","0","0"
"2021 Spring Primary","51141","VILLAGE OF KENNAN - PRICE COUNTY","5","5","0","0"
"2021 Spring Primary","51171","VILLAGE OF PRENTICE - PRICE COUNTY","20","20","5","0"
"2021 Spring Primary","51271","CITY OF PARK FALLS - PRICE COUNTY","50","46","7","0"
"2021 Spring Primary","51272","CITY OF PHILLIPS - PRICE COUNTY","91","91","21","0"
"2021 Spring Primary","52002","TOWN OF BURLINGTON - RACINE COUNTY","321","319","81","29"
"2021 Spring Primary","52006","TOWN OF DOVER - RACINE COUNTY","119","116","21","3"
"2021 Spring Primary","52010","TOWN OF NORWAY - RACINE COUNTY","362","362","105","4"
"2021 Spring Primary","52016","TOWN OF WATERFORD - RACINE COUNTY","402","402","144","8"
"2021 Spring Primary","52104","VILLAGE OF CALEDONIA - RACINE COUNTY","1353","1353","423","33"
"2021 Spring Primary","52121","VILLAGE OF ELMWOOD PARK - RACINE COUNTY","31","31","0","0"
"2021 Spring Primary","52151","VILLAGE OF MOUNT PLEASANT - RACINE COUNTY","2058","2057","720","26"
"2021 Spring Primary","52161","VILLAGE OF NORTH BAY - RACINE COUNTY","18","16","6","0"
"2021 Spring Primary","52168","Village of Raymond - RACINE COUNTY","204","173","55","2"
"2021 Spring Primary","52176","VILLAGE OF ROCHESTER - RACINE COUNTY","173","173","68","5"
"2021 Spring Primary","52181","VILLAGE OF STURTEVANT - RACINE COUNTY","280","280","54","1"
"2021 Spring Primary","52186","VILLAGE OF UNION GROVE - RACINE COUNTY","187","187","50","0"
"2021 Spring Primary","52191","VILLAGE OF WATERFORD - RACINE COUNTY","203","203","81","0"
"2021 Spring Primary","52192","VILLAGE OF WIND POINT - RACINE COUNTY","156","156","66","12"
"2021 Spring Primary","52194","Village of Yorkville - RACINE COUNTY","103","103","27","2"
"2021 Spring Primary","52206","CITY OF BURLINGTON - MULTIPLE COUNTIES","520","518","169","15"
"2021 Spring Primary","52276","CITY OF RACINE - RACINE COUNTY","3534","3527","770","29"
"2021 Spring Primary","53002","TOWN OF AKAN - RICHLAND COUNTY","8","8","0","0"
"2021 Spring Primary","53004","TOWN OF BLOOM - RICHLAND COUNTY","8","0","0",""
"2021 Spring Primary","53006","TOWN OF BUENA VISTA - RICHLAND COUNTY","55","54","18","0"
"2021 Spring Primary","53008","TOWN OF DAYTON - RICHLAND COUNTY","26","0","0",""
"2021 Spring Primary","53010","TOWN OF EAGLE - RICHLAND COUNTY","14","8","3","0"
"2021 Spring Primary","53012","TOWN OF FOREST - RICHLAND COUNTY","13","10","6","0"
"2021 Spring Primary","53014","TOWN OF HENRIETTA - RICHLAND COUNTY","13","13","7","0"
"2021 Spring Primary","53016","TOWN OF ITHACA - RICHLAND COUNTY","16","9","0","0"
"2021 Spring Primary","53018","TOWN OF MARSHALL - RICHLAND COUNTY","50","48","19","0"
"2021 Spring Primary","53020","TOWN OF ORION - RICHLAND COUNTY","9","7","4","0"
"2021 Spring Primary","53022","TOWN OF RICHLAND - RICHLAND COUNTY","46","10","7","0"
"2021 Spring Primary","53024","TOWN OF RICHWOOD - RICHLAND COUNTY","12","5","2","0"
"2021 Spring Primary","53026","TOWN OF ROCKBRIDGE - RICHLAND COUNTY","27","21","9","0"
"2021 Spring Primary","53028","TOWN OF SYLVAN - RICHLAND COUNTY","7","6","5","0"
"2021 Spring Primary","53030","TOWN OF WESTFORD - RICHLAND COUNTY","23","19","10","0"
"2021 Spring Primary","53032","TOWN OF WILLOW - RICHLAND COUNTY","10","0","0",""
"2021 Spring Primary","53106","VILLAGE OF BOAZ - RICHLAND COUNTY","3","3","0","0"
"2021 Spring Primary","53111","VILLAGE OF CAZENOVIA - MULTIPLE COUNTIES","5","0","0",""
"2021 Spring Primary","53146","VILLAGE OF LONE ROCK - RICHLAND COUNTY","32","17","0","0"
"2021 Spring Primary","53186","VILLAGE OF VIOLA - MULTIPLE COUNTIES","39","28","18","0"
"2021 Spring Primary","53276","CITY OF RICHLAND CENTER - RICHLAND COUNTY","313","313","155","11"
"2021 Spring Primary","54002","TOWN OF AVON - ROCK COUNTY","26","24","11","0"
"2021 Spring Primary","54004","TOWN OF BELOIT - ROCK COUNTY","398","398","146","5"
"2021 Spring Primary","54006","TOWN OF BRADFORD - ROCK COUNTY","24","24","11","0"
"2021 Spring Primary","54008","TOWN OF CENTER - ROCK COUNTY","53","53","27","0"
"2021 Spring Primary","54010","TOWN OF CLINTON - ROCK COUNTY","23","21","1","0"
"2021 Spring Primary","54012","TOWN OF FULTON - ROCK COUNTY","167","167","64","1"
"2021 Spring Primary","54014","TOWN OF HARMONY - ROCK COUNTY","144","144","58","6"
"2021 Spring Primary","54016","TOWN OF JANESVILLE - ROCK COUNTY","240","240","130","0"
"2021 Spring Primary","54018","TOWN OF JOHNSTOWN - ROCK COUNTY","20","20","7","1"
"2021 Spring Primary","54020","TOWN OF LA PRAIRIE - ROCK COUNTY","26","26","10","0"
"2021 Spring Primary","54022","TOWN OF LIMA - ROCK COUNTY","54","54","22","0"
"2021 Spring Primary","54024","TOWN OF MAGNOLIA - ROCK COUNTY","31","31","12","5"
"2021 Spring Primary","54026","TOWN OF MILTON - ROCK COUNTY","154","153","58","5"
"2021 Spring Primary","54028","TOWN OF NEWARK - ROCK COUNTY","47","47","0","0"
"2021 Spring Primary","54030","TOWN OF PLYMOUTH - ROCK COUNTY","42","42","18","0"
"2021 Spring Primary","54032","TOWN OF PORTER - ROCK COUNTY","65","65","21","0"
"2021 Spring Primary","54034","TOWN OF ROCK - ROCK COUNTY","104","104","25","0"
"2021 Spring Primary","54036","TOWN OF SPRING VALLEY - ROCK COUNTY","26","25","9","0"
"2021 Spring Primary","54038","TOWN OF TURTLE - ROCK COUNTY","87","86","30","2"
"2021 Spring Primary","54040","TOWN OF UNION - ROCK COUNTY","158","158","59","0"
"2021 Spring Primary","54111","VILLAGE OF CLINTON - ROCK COUNTY","68","68","20","0"
"2021 Spring Primary","54126","VILLAGE OF FOOTVILLE - ROCK COUNTY","69","69","48","0"
"2021 Spring Primary","54165","VILLAGE OF ORFORDVILLE - ROCK COUNTY","47","47","15","0"
"2021 Spring Primary","54206","CITY OF BELOIT - ROCK COUNTY","1209","1208","408","11"
"2021 Spring Primary","54221","CITY OF EDGERTON - MULTIPLE COUNTIES","275","275","81","11"
"2021 Spring Primary","54222","CITY OF EVANSVILLE - ROCK COUNTY","339","338","125","7"
"2021 Spring Primary","54241","CITY OF JANESVILLE - ROCK COUNTY","3861","3839","1834","54"
"2021 Spring Primary","54257","CITY OF MILTON - ROCK COUNTY","294","291","143","21"
"2021 Spring Primary","55002","TOWN OF ATLANTA - RUSK COUNTY","12","9","5","0"
"2021 Spring Primary","55004","TOWN OF BIG BEND - RUSK COUNTY","11","4","0","0"
"2021 Spring Primary","55006","TOWN OF BIG FALLS - RUSK COUNTY","3","3","0","0"
"2021 Spring Primary","55010","TOWN OF DEWEY - RUSK COUNTY","15","15","5","0"
"2021 Spring Primary","55012","TOWN OF FLAMBEAU - RUSK COUNTY","17","17","4","0"
"2021 Spring Primary","55014","TOWN OF GRANT - RUSK COUNTY","29","28","4","0"
"2021 Spring Primary","55016","TOWN OF GROW - RUSK COUNTY","3","2","0","0"
"2021 Spring Primary","55018","TOWN OF HAWKINS - RUSK COUNTY","17","17","9","0"
"2021 Spring Primary","55020","TOWN OF HUBBARD - RUSK COUNTY","5","5","0","0"
"2021 Spring Primary","55022","TOWN OF LAWRENCE - RUSK COUNTY","8","8","0","0"
"2021 Spring Primary","55024","TOWN OF MARSHALL - RUSK COUNTY","14","13","0","0"
"2021 Spring Primary","55026","TOWN OF MURRY - RUSK COUNTY","4","4","3","0"
"2021 Spring Primary","55028","TOWN OF RICHLAND - RUSK COUNTY","7","6","0","0"
"2021 Spring Primary","55030","TOWN OF RUSK - RUSK COUNTY","15","15","4","0"
"2021 Spring Primary","55032","TOWN OF SOUTH FORK - RUSK COUNTY","1","1","0","0"
"2021 Spring Primary","55034","TOWN OF STRICKLAND - RUSK COUNTY","6","6","6","0"
"2021 Spring Primary","55036","TOWN OF STUBBS - RUSK COUNTY","23","23","0","0"
"2021 Spring Primary","55038","TOWN OF THORNAPPLE - RUSK COUNTY","14","10","0","0"
"2021 Spring Primary","55040","TOWN OF TRUE - RUSK COUNTY","5","5","1","0"
"2021 Spring Primary","55042","TOWN OF WASHINGTON - RUSK COUNTY","3","3","1","0"
"2021 Spring Primary","55046","TOWN OF WILLARD - RUSK COUNTY","8","3","0","0"
"2021 Spring Primary","55048","TOWN OF WILSON - RUSK COUNTY","1","1","0","0"
"2021 Spring Primary","55106","VILLAGE OF BRUCE - RUSK COUNTY","33","32","16","0"
"2021 Spring Primary","55131","VILLAGE OF GLEN FLORA - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55136","VILLAGE OF HAWKINS - RUSK COUNTY","5","5","0","0"
"2021 Spring Primary","55186","VILLAGE OF TONY - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55191","VILLAGE OF WEYERHAEUSER - RUSK COUNTY","3","3","1","0"
"2021 Spring Primary","55246","CITY OF LADYSMITH - RUSK COUNTY","157","141","45","4"
"2021 Spring Primary","56002","TOWN OF BALDWIN - ST. CROIX COUNTY","25","24","7","0"
"2021 Spring Primary","56004","TOWN OF CADY - ST. CROIX COUNTY","12","12","5","0"
"2021 Spring Primary","56006","TOWN OF CYLON - ST. CROIX COUNTY","13","13","3","0"
"2021 Spring Primary","56008","TOWN OF EAU GALLE - ST. CROIX COUNTY","31","30","2","0"
"2021 Spring Primary","56010","TOWN OF EMERALD - ST. CROIX COUNTY","15","15","0","0"
"2021 Spring Primary","56012","TOWN OF ERIN PRAIRIE - ST. CROIX COUNTY","18","17","9","1"
"2021 Spring Primary","56014","TOWN OF FOREST - ST. CROIX COUNTY","9","8","2","0"
"2021 Spring Primary","56016","TOWN OF GLENWOOD - ST. CROIX COUNTY","9","9","2","0"
"2021 Spring Primary","56018","TOWN OF HAMMOND - ST. CROIX COUNTY","62","61","18","0"
"2021 Spring Primary","56020","TOWN OF HUDSON - ST. CROIX COUNTY","400","399","157","14"
"2021 Spring Primary","56022","TOWN OF KINNICKINNIC - ST. CROIX COUNTY","51","50","17","0"
"2021 Spring Primary","56024","TOWN OF PLEASANT VALLEY - ST. CROIX COUNTY","10","10","0","0"
"2021 Spring Primary","56026","TOWN OF RICHMOND - ST. CROIX COUNTY","103","103","39","0"
"2021 Spring Primary","56028","TOWN OF RUSH RIVER - ST. CROIX COUNTY","19","19","5","0"
"2021 Spring Primary","56030","TOWN OF ST. JOSEPH - ST. CROIX COUNTY","170","169","42","3"
"2021 Spring Primary","56032","TOWN OF SOMERSET - ST. CROIX COUNTY","80","80","34","3"
"2021 Spring Primary","56034","TOWN OF SPRINGFIELD - ST. CROIX COUNTY","16","16","0","0"
"2021 Spring Primary","56036","TOWN OF STANTON - ST. CROIX COUNTY","32","28","1","0"
"2021 Spring Primary","56038","TOWN OF STAR PRAIRIE - ST. CROIX COUNTY","125","125","49","1"
"2021 Spring Primary","56040","TOWN OF TROY - ST. CROIX COUNTY","226","226","81","15"
"2021 Spring Primary","56042","TOWN OF WARREN - ST. CROIX COUNTY","57","57","19","0"
"2021 Spring Primary","56106","VILLAGE OF BALDWIN - ST. CROIX COUNTY","145","142","40","0"
"2021 Spring Primary","56116","VILLAGE OF DEER PARK - ST. CROIX COUNTY","2","2","0","0"
"2021 Spring Primary","56136","VILLAGE OF HAMMOND - ST. CROIX COUNTY","95","95","46","0"
"2021 Spring Primary","56161","VILLAGE OF NORTH HUDSON - ST. CROIX COUNTY","194","194","106","24"
"2021 Spring Primary","56176","VILLAGE OF ROBERTS - ST. CROIX COUNTY","40","38","11","0"
"2021 Spring Primary","56181","VILLAGE OF SOMERSET - ST. CROIX COUNTY","49","49","17","0"
"2021 Spring Primary","56182","VILLAGE OF STAR PRAIRIE - ST. CROIX COUNTY","15","15","3","0"
"2021 Spring Primary","56191","VILLAGE OF WILSON - ST. CROIX COUNTY","1","1","0","0"
"2021 Spring Primary","56192","VILLAGE OF WOODVILLE - ST. CROIX COUNTY","36","35","6","0"
"2021 Spring Primary","56231","CITY OF GLENWOOD CITY - ST. CROIX COUNTY","36","36","11","0"
"2021 Spring Primary","56236","CITY OF HUDSON - ST. CROIX COUNTY","1193","1192","478","12"
"2021 Spring Primary","56261","CITY OF NEW RICHMOND - ST. CROIX COUNTY","368","368","101","0"
"2021 Spring Primary","57002","TOWN OF BARABOO - SAUK COUNTY","102","100","27","1"
"2021 Spring Primary","57004","TOWN OF BEAR CREEK - SAUK COUNTY","14","8","4","0"
"2021 Spring Primary","57006","TOWN OF DELLONA - SAUK COUNTY","49","44","22","0"
"2021 Spring Primary","57008","TOWN OF DELTON - SAUK COUNTY","82","71","33","0"
"2021 Spring Primary","57010","TOWN OF EXCELSIOR - SAUK COUNTY","62","54","31","2"
"2021 Spring Primary","57012","TOWN OF FAIRFIELD - SAUK COUNTY","65","53","8","0"
"2021 Spring Primary","57014","TOWN OF FRANKLIN - SAUK COUNTY","34","34","7","0"
"2021 Spring Primary","57016","TOWN OF FREEDOM - SAUK COUNTY","10","9","6","0"
"2021 Spring Primary","57018","TOWN OF GREENFIELD - SAUK COUNTY","47","34","15","0"
"2021 Spring Primary","57020","TOWN OF HONEY CREEK - SAUK COUNTY","32","32","12","0"
"2021 Spring Primary","57022","TOWN OF IRONTON - SAUK COUNTY","15","4","0","0"
"2021 Spring Primary","57024","TOWN OF LA VALLE - SAUK COUNTY","38","25","8","0"
"2021 Spring Primary","57026","TOWN OF MERRIMAC - SAUK COUNTY","85","85","42","0"
"2021 Spring Primary","57028","TOWN OF PRAIRIE DU SAC - SAUK COUNTY","30","7","3","0"
"2021 Spring Primary","57030","TOWN OF REEDSBURG - SAUK COUNTY","101","86","59","3"
"2021 Spring Primary","57032","TOWN OF SPRING GREEN - SAUK COUNTY","116","116","39","0"
"2021 Spring Primary","57034","TOWN OF SUMPTER - SAUK COUNTY","38","28","18","1"
"2021 Spring Primary","57036","TOWN OF TROY - SAUK COUNTY","39","27","17","0"
"2021 Spring Primary","57038","TOWN OF WASHINGTON - SAUK COUNTY","9","9","6","0"
"2021 Spring Primary","57040","TOWN OF WESTFIELD - SAUK COUNTY","14","14","3","0"
"2021 Spring Primary","57042","TOWN OF WINFIELD - SAUK COUNTY","26","25","14","0"
"2021 Spring Primary","57044","TOWN OF WOODLAND - SAUK COUNTY","20","20","7","0"
"2021 Spring Primary","57141","VILLAGE OF IRONTON - SAUK COUNTY","3","0","0",""
"2021 Spring Primary","57146","VILLAGE OF LAKE DELTON - SAUK COUNTY","72","72","34","2"
"2021 Spring Primary","57147","VILLAGE OF LAVALLE - SAUK COUNTY","11","8","1","0"
"2021 Spring Primary","57148","VILLAGE OF LIME RIDGE - SAUK COUNTY","4","0","0",""
"2021 Spring Primary","57149","VILLAGE OF LOGANVILLE - SAUK COUNTY","26","23","1","0"
"2021 Spring Primary","57151","VILLAGE OF MERRIMAC - SAUK COUNTY","27","25","9","0"
"2021 Spring Primary","57161","VILLAGE OF NORTH FREEDOM - SAUK COUNTY","24","24","11","2"
"2021 Spring Primary","57171","VILLAGE OF PLAIN - SAUK COUNTY","21","21","13","0"
"2021 Spring Primary","57172","VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY","275","275","119","6"
"2021 Spring Primary","57176","VILLAGE OF ROCK SPRINGS - SAUK COUNTY","12","12","5","0"
"2021 Spring Primary","57181","VILLAGE OF SAUK CITY - SAUK COUNTY","188","188","87","5"
"2021 Spring Primary","57182","VILLAGE OF SPRING GREEN - SAUK COUNTY","125","125","56","3"
"2021 Spring Primary","57191","VILLAGE OF WEST BARABOO - SAUK COUNTY","50","50","11","2"
"2021 Spring Primary","57206","CITY OF BARABOO - SAUK COUNTY","855","854","381","20"
"2021 Spring Primary","57276","CITY OF REEDSBURG - SAUK COUNTY","422","422","202","24"
"2021 Spring Primary","58002","TOWN OF BASS LAKE - SAWYER COUNTY","170","170","55","0"
"2021 Spring Primary","58004","TOWN OF COUDERAY - SAWYER COUNTY","12","11","6","0"
"2021 Spring Primary","58006","TOWN OF DRAPER - SAWYER COUNTY","15","15","12","0"
"2021 Spring Primary","58008","TOWN OF EDGEWATER - SAWYER COUNTY","14","12","4","0"
"2021 Spring Primary","58010","TOWN OF HAYWARD - SAWYER COUNTY","298","293","111","0"
"2021 Spring Primary","58012","TOWN OF HUNTER - SAWYER COUNTY","13","13","9","2"
"2021 Spring Primary","58014","TOWN OF LENROOT - SAWYER COUNTY","41","41","20","3"
"2021 Spring Primary","58016","TOWN OF MEADOWBROOK - SAWYER COUNTY","4","4","3","0"
"2021 Spring Primary","58020","TOWN OF OJIBWA - SAWYER COUNTY","9","9","6","0"
"2021 Spring Primary","58022","TOWN OF RADISSON - SAWYER COUNTY","19","19","9","0"
"2021 Spring Primary","58024","TOWN OF ROUND LAKE - SAWYER COUNTY","69","69","18","0"
"2021 Spring Primary","58026","TOWN OF SAND LAKE - SAWYER COUNTY","39","39","15","0"
"2021 Spring Primary","58028","TOWN OF SPIDER LAKE - SAWYER COUNTY","30","29","8","1"
"2021 Spring Primary","58030","TOWN OF WEIRGOR - SAWYER COUNTY","13","13","3","0"
"2021 Spring Primary","58032","TOWN OF WINTER - SAWYER COUNTY","63","50","0","0"
"2021 Spring Primary","58111","VILLAGE OF COUDERAY - SAWYER COUNTY","6","6","2","0"
"2021 Spring Primary","58121","VILLAGE OF EXELAND - SAWYER COUNTY","4","4","3","0"
"2021 Spring Primary","58176","VILLAGE OF RADISSON - SAWYER COUNTY","5","4","4","0"
"2021 Spring Primary","58190","VILLAGE OF WINTER - SAWYER COUNTY","20","20","7","0"
"2021 Spring Primary","58236","CITY OF HAYWARD - SAWYER COUNTY","123","118","40","0"
"2021 Spring Primary","59002","TOWN OF ALMON - SHAWANO COUNTY","1","1","0","0"
"2021 Spring Primary","59004","TOWN OF ANGELICA - SHAWANO COUNTY","56","56","19","0"
"2021 Spring Primary","59006","TOWN OF ANIWA - SHAWANO COUNTY","11","11","5","0"
"2021 Spring Primary","59008","TOWN OF BARTELME - SHAWANO COUNTY","14","14","2","0"
"2021 Spring Primary","59010","TOWN OF BELLE PLAINE - SHAWANO COUNTY","63","63","19","2"
"2021 Spring Primary","59012","TOWN OF BIRNAMWOOD - SHAWANO COUNTY","12","6","3","0"
"2021 Spring Primary","59014","TOWN OF FAIRBANKS - SHAWANO COUNTY","11","0","0",""
"2021 Spring Primary","59016","TOWN OF GERMANIA - SHAWANO COUNTY","3","3","1","0"
"2021 Spring Primary","59018","TOWN OF GRANT - SHAWANO COUNTY","12","12","3","0"
"2021 Spring Primary","59020","TOWN OF GREEN VALLEY - SHAWANO COUNTY","23","23","6","0"
"2021 Spring Primary","59022","TOWN OF HARTLAND - SHAWANO COUNTY","10","10","6","0"
